image,caption
2868324804_5cc8030484.jpg,startseq three dark haired little girls running across field endseq#startseq three girls are running on field in front of fence endseq#startseq three girls run in field outside endseq#startseq three girls run on grassy field with building in the background endseq#startseq three little girls run on soccer field endseq
3264464625_c711cc40c6.jpg,startseq group of people are in swimming pool being splashed endseq#startseq large water splash near three swimmers endseq#startseq people are splashed by water coming down shoot endseq#startseq people in pool and something just large splash endseq#startseq three people are in pool giant splash endseq
2929272606_2a5923b38e.jpg,startseq little girl in blue shirt is pointing at the water on the beach endseq#startseq little girl with blue shirt is standing by man wearing sunglasses on the beach endseq#startseq young girl is looking at body of water while an older male kneels behind her endseq#startseq young girl is pointing at water on beach endseq#startseq young girl is standing on the shore and pointing to the ocean endseq
539744890_85e63f5854.jpg,startseq man and young boy play on the monkey bars endseq#startseq man holding young boy so he can cross the monkey bars at the playground endseq#startseq man in orange shorts holds child up on play equipment endseq#startseq man child up to reach the bars at playground endseq#startseq man boy as he plays at playground endseq
3459419203_cd7c68ce4d.jpg,startseq girl is being splashed by water in pool endseq#startseq girl wearing blue water is being splashed in the face with water by swimmer endseq#startseq woman swimmer in pool gets splashed by her teammate swimming past endseq#startseq the woman is in pool and being splashed endseq#startseq two people are in swimming pool with water splashing around endseq
518610439_b64ab21c02.jpg,startseq blond girl doing handstand on beach endseq#startseq child does handstand at the edge of beach endseq#startseq girl in jeans does handstand on the shore of the ocean endseq#startseq woman does handstand on the beach endseq#startseq woman wearing jeans is doing handstand on the beach endseq
2165459064_5b81ff23eb.jpg,startseq two white dogs are running on the grass endseq#startseq two white dogs are running through the grass endseq#startseq two white dogs running in field endseq#startseq two white dogs running through the grass endseq#startseq two white dogs with running in green grass endseq
2271667421_7b21fc23b8.jpg,startseq group of crosscountry skiers are skiing down trail endseq#startseq group of crosscountry skiers following path through the forest endseq#startseq large group of people crosscountry skiing in the snow endseq#startseq several crosscountry skiers following trail endseq#startseq skiers walking up the slope endseq
241345596_91e0e2daf5.jpg,startseq crowd wearing red on the red football team endseq#startseq football players in red each other as in red behind endseq#startseq the oklahoma sooners football team their game while fans endseq#startseq two football players talk during game endseq#startseq two oklahoma football players talk on the endseq
3685373706_37f2ced9ff.jpg,startseq man is shirtless and is covered in red endseq#startseq man with several red on his body is holding flag while people in the background are endseq#startseq shirtless man covered in red kisses waving blue flag endseq#startseq shirtless man flag endseq#startseq shirtless man with red paint on his holding stick endseq
2746839158_4195210d27.jpg,startseq children playing outside in fountain endseq#startseq two boys in underwear play in the water in the city street endseq#startseq two little boys play in the water left behind by the sprinklers endseq#startseq two young boys are playing in fountain in city plaza endseq#startseq two young boys play in the water that has on the street endseq
816084977_21c1811c9a.jpg,startseq child and dog are shown in sun in front of lake or pond endseq#startseq little girl is walking dog by the water endseq#startseq small boy walking dog on leash by lake endseq#startseq young child leads large dog on the shore endseq#startseq young girl walking her dog beside the water with the sun on it endseq
3154886184_ac842655b6.jpg,startseq man jumps over staircase with skateboard doing trick endseq#startseq skateboarder in the air his upsidedown skateboard endseq#startseq skateboarder in the air while flipping his board endseq#startseq young man does skateboard trick near steps outside endseq#startseq young man doing tricks on endseq
1474474514_b3eb492722.jpg,startseq child smiling in park endseq#startseq little boy wearing blue shirt is playing around large tires endseq#startseq small child in blue shirt is standing in front of group of tires endseq#startseq young boy wearing clothes in jungle gym endseq#startseq the little boy is playing by tires endseq
1388346434_524d0b6dfa.jpg,startseq man leaning against concrete wall with his arms resting on top looks over balcony endseq#startseq man with white stands on balcony looking at the road below endseq#startseq man with grey hair and plaid shirt looks out over balcony endseq#startseq an man balcony facing street endseq#startseq man leaning on ledge of balcony endseq
447722389_4b51b7e13d.jpg,startseq brown and white dog is jumping high and catching blue ball endseq#startseq dog is jumping and catching small blue ball in park surrounded by two other dogs endseq#startseq dog jumps and catches blue ball in his mouth endseq#startseq dog jumps in the air to catch blue ball endseq#startseq three dogs run on grass one leaps to catch blue ball endseq
2525666287_638ab5e784.jpg,startseq and sitting on bench at endseq#startseq man and woman are waiting for train each other endseq#startseq man in blue jeans sits on bench near woman in green pants with red and white bus behind them endseq#startseq five people are sitting on benches waiting for the bus endseq#startseq two people wait on bench endseq
540604040_bec822c144.jpg,startseq girl sliding down pole endseq#startseq small child with ponytail dressed in jean shorts and pink and brown shirt climbs on pole near wooden playground equipment endseq#startseq young asian girl is sliding down pole on outdoor playground equipment endseq#startseq young girl slides down bar in play structure endseq#startseq young girl sliding down black pole endseq
2354829523_9542fc74ba.jpg,startseq group of women in matching uniforms one of which is speaking endseq#startseq woman wearing blue and white uniform with white and blue hat on with her mouth open near others dressed the same endseq#startseq young woman with white and blue hat and uniform to others dressed the same endseq#startseq group of women in blue and white uniforms in facing endseq#startseq woman wearing blue shirt with white vest and white cap talking while marching endseq
2268596214_ca532f5c63.jpg,startseq the on his camera endseq#startseq man with camera his work endseq#startseq man with is looking into video camera endseq#startseq the man in the purple hat is video camera endseq#startseq the man wearing hat and is taking photo endseq
2858439751_daa3a30ab8.jpg,startseq green motorcycle is being ridden on wet racetrack endseq#startseq man on race bike endseq#startseq man rides green motorcycle on wet racetrack endseq#startseq motorcycle racer is turning around curve on wet road endseq#startseq person riding green racing motorcycle endseq
252846811_7b250935a7.jpg,startseq two brown dogs play rough on green grass endseq#startseq two dogs play endseq#startseq two tan colored dogs are outdoors endseq#startseq two tan dogs play on the grass near the wall endseq#startseq two yellow dogs endseq
2429272699_8a9699775e.jpg,startseq man in striped scarf walking down the sidewalk endseq#startseq man in black with scarf walks down street endseq#startseq man walks down the street endseq#startseq man wearing black walks down the street endseq#startseq young man wearing jeans and jacket walking down street endseq
1094462889_f9966dafa6.jpg,startseq brown dog plays in deep pile of snow endseq#startseq dog looking at the camera in snow endseq#startseq dog runs through the snow endseq#startseq tan dog stand in the snow and looks up endseq#startseq the brown dog is out in the snow endseq
3459362347_c412ef9901.jpg,startseq woman and two elderly men are standing in front of endseq#startseq woman and two men wearing black jackets endseq#startseq woman and two men wearing hats and are standing under sign endseq#startseq woman and two older who are both wearing hats endseq#startseq three older people stand in front of an sign endseq
3053415073_5b667230ed.jpg,startseq person on skis on rail at night endseq#startseq skier in green on the edge of ramp made of metal bars endseq#startseq skier slides along metal rail endseq#startseq yellow uniformed skier is performing trick across object endseq#startseq the skier is wearing yellow and sliding across yellow rail endseq
3738789925_7d17dbdf25.jpg,startseq boy with blue eyes hanging off play set endseq#startseq child smiles and hangs off small train endseq#startseq little boy is hanging off red playground endseq#startseq young boy smiling while hanging from outdoor play equipment endseq#startseq young boy with blue eyes plays on red and yellow playground set endseq
3728015645_b43a60258b.jpg,startseq man is standing on one hand on skateboard ramp endseq#startseq man on inline skates in midair endseq#startseq skateboarder wearing white cap is doing stunt in city skate park endseq#startseq young man is skateboarding on ramp and is standing on one arm endseq#startseq man standing on one arm with feet in the air on playground equipment with body of water in the background endseq
3180806542_49b6de312d.jpg,startseq person snowboarding in the sun endseq#startseq snowboarder is against the sun as they the ground endseq#startseq snowboarder jumps off the snow endseq#startseq the snowboarder through the air while the sun sets on the horizon endseq#startseq the snowboarder jumps off snow covered hill endseq
3549006919_3604bc813e.jpg,startseq man in yellow helmet climbs up rock cliff endseq#startseq man wearing yellow helmet climbing the side of large rock wall endseq#startseq man wearing yellow helmet tries to climb rock with his hands endseq#startseq mountain climber reaches the top of cliff endseq#startseq person wearing yellow helmet is climbing cliff endseq
2759211664_d21393b668.jpg,startseq boy in red shirt and white shorts is standing in the sand endseq#startseq boy runs along beach while group of young girls watch endseq#startseq boy across the sand endseq#startseq boy wearing red shirt is running through the sand endseq#startseq the blonde girl is watching the boy run barefoot on the ground endseq
3398745929_8cd3bbb8a8.jpg,startseq an person runs at the waters edge at the ocean endseq#startseq person is running across the beach at the waters edge endseq#startseq person legs run through the surf endseq#startseq someone runs along the beach in the bright sun endseq#startseq someone legs are in frame running over beach shore endseq
2863180332_372510aa49.jpg,startseq person on downhill skateboard endseq#startseq person wearing helmet and red and silver is kneeling on skateboard endseq#startseq person wearing helmet begins to ride skateboard down street hill endseq#startseq people in helmets racing down the street on skateboards endseq#startseq people ride skateboards on road endseq
2873070704_2141a7a86a.jpg,startseq man in blue shirt is rock climbing endseq#startseq man in blue is climbing up rocky cliff with the help of endseq#startseq an view of guy rock climbing endseq#startseq person in blue climbs up very tall cliff attached by red and blue ropes endseq#startseq rock climber makes his way up the mountain endseq
1358892595_7a37c45788.jpg,startseq dog runs through the forest with something in its mouth endseq#startseq dog runs while holding an object in its mouth endseq#startseq yellow dog running through grassy area carrying something small in its mouth endseq#startseq young puppy with red collar running with in its mouth endseq#startseq the dog is carrying toy through the grass endseq
1176580356_9810d877bf.jpg,startseq big dog catches ball on his nose endseq#startseq brown and black dog is jumping to catch red ball endseq#startseq brown and black dog jumps for red ball endseq#startseq dog jumps to get orange ball on his head endseq#startseq the brown and black dog is jumping up to catch red ball endseq
476760133_c33d2bd83d.jpg,startseq black dog is running across the grass carrying something in its mouth endseq#startseq black dog is running outside with toy in its mouth endseq#startseq black dog runs along the green grass carrying toy in its mouth endseq#startseq black dog runs on green grass with toy in his mouth endseq#startseq black dog is carrying something in its mouth and running in the grass endseq
42637987_866635edf6.jpg,startseq man and dog are sitting on park bench with several people walking down the path that runs alongside it endseq#startseq man and dog on park bench in the foreground with group of walking people in the distance endseq#startseq man sits on bench in the park with dog while others walk nearby endseq#startseq people sit on park bench while others on path endseq#startseq the man sits with his dog on bench in park endseq
846085364_fc9d23df46.jpg,startseq toddler in the snow endseq#startseq small boy is looking at in the snow endseq#startseq small child in winter gear is making tracks in shallow snow endseq#startseq young child dressed in and blue hat steps on snowcovered ice endseq#startseq the child is well as he walks in the snow endseq
2116444946_1f5d1fe5d1.jpg,startseq girl is standing outdoors with her hair blowing endseq#startseq girl her hair blow in the wind endseq#startseq girls brown hair is by the wind endseq#startseq smiling young woman is shown from the shoulders up with her long hair blowing in the wind endseq#startseq smiling girl with brown hair blowing in air endseq
247619370_a01fb21dd3.jpg,startseq woman in black shirt sitting on red bench endseq#startseq woman is sitting and staring on red bench near building endseq#startseq woman wearing sunglasses sits on red bench in front of yellow building endseq#startseq the woman in the brown shirt is sitting on bright red bench endseq#startseq woman in black shirt sitting on red bench endseq
2286032269_8ba929709c.jpg,startseq boy is surfing endseq#startseq boy is surfing in the ocean endseq#startseq boy is surfing on green surfboard near two other people in the water endseq#startseq boy is surfing towards the beach on green surfboard endseq#startseq young boy surfing in the ocean endseq
448590900_db83c42006.jpg,startseq brown dog is sniffing around green grass on hill endseq#startseq dog is digging field endseq#startseq dog stands in large grassy field endseq#startseq dog walks alone in field endseq#startseq dog with red harness tracks in field endseq
278388986_78ba84eb8f.jpg,startseq two hikers stand at the top of snowy mountain endseq#startseq two mountain climbers stand atop snowy peak endseq#startseq two mountain climbers stand on the ridge of tall snowy mountain endseq#startseq two mountain climbers stand on the top of mountain looking around endseq#startseq two people stand on the top of snow covered mountain endseq
3189002057_3ef61b803e.jpg,startseq man and girl walking on the beach orange sunset behind endseq#startseq man and girl are walking barefoot on the beach at sunset endseq#startseq man and girl walk along the beach at sunset endseq#startseq man and woman walk on beach with sunset behind them endseq#startseq there is couple walking out the beach at dusk endseq
3509575615_653cbf01fc.jpg,startseq crowd is standing in front of building while holding and holding flags endseq#startseq adults and children in town endseq#startseq group of people holding red flags and in front of large building endseq#startseq group of people stand together holding and flags endseq#startseq people endseq
255091927_2eb643beb2.jpg,startseq people laying in chairs endseq#startseq three people are enjoying chairs endseq#startseq three people in chairs endseq#startseq two asian men and asian woman sit in black chairs endseq#startseq two asian men and woman are relaxing in chairs endseq
3471571540_b4ab77f20d.jpg,startseq black and white dog emerges from yellow tunnel being by man in blue shirt at dog show endseq#startseq black and white dog is running out of yellow tunnel with his next to him endseq#startseq black and white dog running from under yellow cover with person behind them endseq#startseq man in yellow and blue shirt behind dog that is running out from under yellow cloth endseq#startseq small dog away while its owner tries to catch it endseq
2966190737_ceb6eb4b53.jpg,startseq group of men play endseq#startseq these people are in uniform at type game endseq#startseq three men in white wait to swing at ball endseq#startseq two men dressed in white hit ball while third man walks up endseq#startseq two men in white are playing game while man behind them walks towards them endseq
3565655045_8eb00b7423.jpg,startseq man climbs out of the ocean onto rock endseq#startseq man is standing in the ocean and holding on the rock endseq#startseq man wearing wetsuit is climbing rock along beach endseq#startseq scuba diver emerges from the water and pulls himself onto the rocks endseq#startseq man hangs onto rock while out in the ocean endseq
3461437556_cc5e97f3ac.jpg,startseq dogs on grass endseq#startseq three dogs are running on the grass endseq#startseq three dogs one white and two brown are running together on field of grass endseq#startseq three dogs run along grassy yard endseq#startseq three dogs run together in the grass endseq
470887791_86d5a08a38.jpg,startseq man and woman standing with group of spectators endseq#startseq man holding flag stands next to woman wearing black and white endseq#startseq man holding flag and woman behind railing endseq#startseq an man in white shirt and cap waves flag as group of people stand behind him endseq#startseq an older man with red blue and orange flag in crowd endseq
2137789511_69a6c6afa8.jpg,startseq man on bicycle riding on the beach endseq#startseq man rides bike under blue and white sky endseq#startseq man riding his bike on the beach by the ocean endseq#startseq an adult riding bike on beach with many visible in the sky endseq#startseq person rides his bicycle in the sand beside the ocean endseq
2000459828_3c9e109106.jpg,startseq group of people stand in front of rock formation endseq#startseq little kid on man shoulders and another man holding blue backpack in front of endseq#startseq the men are walking away from the rocks with child endseq#startseq there are two men and kid hiking outside endseq#startseq two men are hiking with small child near to some rock endseq
437527058_189f2a7eef.jpg,startseq of snowmobile through the snow endseq#startseq pair of people in heavy winter jackets rides through the snow on snowmobile endseq#startseq people riding something in the snow endseq#startseq person on ski in the snow endseq#startseq the man wearing blue helmet is riding endseq
3420323191_d66e003264.jpg,startseq man in red kayak endseq#startseq man in red kayak through wave endseq#startseq man is kayaking in the ocean on an orange kayak endseq#startseq person in kayak rides waves in the ocean endseq#startseq the male kayaker is moving through the rough water endseq
190638179_be9da86589.jpg,startseq man in hat stands in front of gray jeep in dry grass endseq#startseq man in hat standing outside of his green jeep endseq#startseq man next to his black jeep endseq#startseq man in green shirt and standing next to green jeep endseq#startseq man standing on dirt hill next to black jeep endseq
240583223_e26e17ee96.jpg,startseq brown dog is running on dirt path endseq#startseq dog is running down dirt path endseq#startseq running golden retriever endseq#startseq yellow dog running down sandy path endseq#startseq the yellow dog is running on the dirt road endseq
3693297007_94512e861e.jpg,startseq girl in white shirt is looking down at bunch of people sitting on the ground endseq#startseq group of people are standing and sitting around on the ground at night endseq#startseq group of people gather outside on the pavement some standing some sitting endseq#startseq group of people standing and sitting outdoors endseq#startseq young adults gather near bright light endseq
449352117_63c359c6e7.jpg,startseq brown and black puppy stands by camera endseq#startseq dog chews on the of camera case endseq#startseq dog on the of camera endseq#startseq small dog chewing on black endseq#startseq small dog is standing behind camera endseq
835415474_7b7f2a9768.jpg,startseq baby hangs off an adult back while laughing endseq#startseq child is hanging upside down from an adults shoulders endseq#startseq girl is upsidedown on someone shoulders endseq#startseq small child hangs upside down from the back of an adult endseq#startseq small child is hanging upside down from an adult shoulder endseq
3562001359_65c63aeda3.jpg,startseq woman and dog are riding in kayak passing by some trees endseq#startseq woman is kayaking on lake endseq#startseq one person and dog in kayak endseq#startseq the person and the dog are sitting on the yellow canoe endseq#startseq women sitting in yellow kayak with her dog endseq
3582920844_2742804f3d.jpg,startseq long haired is swinging his wet hair around in the ocean endseq#startseq long haired man in the water is swinging his head the water to spray in endseq#startseq man wading in lake his long hair into the water and quickly throws his head back making rainbow of water endseq#startseq person in the water endseq#startseq woman flips her hair full of water and the water all around endseq
3285180819_a9712fd2bc.jpg,startseq basketball player in blue is attempting to block player in white during game endseq#startseq the men are playing basketball endseq#startseq two basketball players play in game endseq#startseq two black men playing basketball in gym endseq#startseq two men from opposite teams play basketball together endseq
2921198890_6f70dfbf4c.jpg,startseq dog wearing the number four runs in race endseq#startseq greyhound number is racing endseq#startseq greyhound with green racing and muzzle runs on track endseq#startseq professional racing dog running endseq#startseq tan greyhound number four is running at the track endseq
2110692070_8aaaa1ae39.jpg,startseq dog is running through green yard endseq#startseq dog running though green yard endseq#startseq white and black spotted dog is running through grassy area endseq#startseq white dog with brown spots is jumping through the air endseq#startseq black and white dog running across grass endseq
264859622_f3a00ab409.jpg,startseq man walking low to the ground between two trees endseq#startseq man walks across the endseq#startseq man walks on low under tree endseq#startseq young man is walking across suspended rope at night endseq#startseq young man walks tied to tree at night endseq
2873522522_829ea62491.jpg,startseq group of men play soccer endseq#startseq rugby player has from the pack with the ball in his hands endseq#startseq men playing game in red uniforms endseq#startseq rugby player in red gets ready to the ball endseq#startseq are competing in game of endseq
2148695079_9ae6a9b1c7.jpg,startseq two fluffy white dogs are in the snow endseq#startseq two white dogs are walking through deep white snow endseq#startseq two white dogs walk in snowy setting endseq#startseq two white dogs walking in the snow endseq#startseq two white dogs walk through huge bank of mountain snow endseq
3030793171_55cd646eed.jpg,startseq brown dog is running in yard endseq#startseq brown dog jumping through the grass endseq#startseq brown dog runs in the grass with wooden fence behind endseq#startseq dog running in fenced yard endseq#startseq brown dog running on grass endseq
2511762757_bd0ab0a017.jpg,startseq dog jumping over barrier on course endseq#startseq dog jumping over obstacle woman watching in the back endseq#startseq dog leaps of dog jump endseq#startseq german shepherd is jumping over three striped bars in competition endseq#startseq dog running and jumping high bars endseq
364213568_7f83e7d144.jpg,startseq dog is chasing another dog carrying toy endseq#startseq dog runs down beach holding yellow toy while another chases it endseq#startseq dog with yellow toy is being chased by another dog endseq#startseq one dog is chasing another dog that is carrying something in its mouth along the beach endseq#startseq one white and tan dog is chasing another white and brown dog who has toy in its mouth endseq
2206600240_f65df56a09.jpg,startseq elderly lady and man talk over table endseq#startseq man and woman sit across from each other at restaurant table endseq#startseq young man and an older woman sitting together in restaurant endseq#startseq man with older woman seated at table in sunny crowded area endseq#startseq the man and the woman are sitting at table in food court endseq
918886676_3323fb2a01.jpg,startseq brown dog drinks from water bottle endseq#startseq tan dog has drink from water being from endseq#startseq yellow lab drinks water endseq#startseq the yellow dog is drinking water from bottle endseq#startseq yellow drinking water from endseq
944374205_fd3e69bfca.jpg,startseq group of boys play soccer on the grass while another looks down from rock endseq#startseq group of young boys are playing soccer in front of small hill endseq#startseq children play soccer in field endseq#startseq eight boys playing soccer in the grass endseq#startseq dressed children are playing soccer in rocky field in front of building endseq
3572346664_e1e6c77f11.jpg,startseq girl in sweater is the endseq#startseq person by the sun endseq#startseq the sun is under someone nose endseq#startseq the woman face falls into silhouette as she stands in front of the sun endseq#startseq the woman stands outdoors in front of the sun endseq
2107837987_ffecfc367a.jpg,startseq boy stands near water with stone in his hand endseq#startseq child in blue shirt is holding something in his hand on lake shore endseq#startseq little boy is ready to throw stone into the water endseq#startseq rocks near bridge endseq#startseq the little boy is at the side of the river throwing rocks endseq
2902661518_1513be3ea6.jpg,startseq bald man in black balances his skateboard on cement wall and his shadow follows endseq#startseq man performs jumping trick on skateboard and shadow on the wall behind him endseq#startseq skateboarder wearing black shirt is doing trick endseq#startseq skateboarder grinds concrete railing endseq#startseq the man is skateboarding endseq
3503011427_a4ee547c77.jpg,startseq man in long white shirt is walking past something the lounge bar endseq#startseq man in white shirt and black pants is walking on the sidewalk endseq#startseq man is walking down sidewalk under lounge bar sign endseq#startseq man walks on fancy sidewalk next to an bar endseq#startseq the man wearing white jacket and black pants is walking in front of white building endseq
2557507575_b247f145bc.jpg,startseq brown dog is running through tall green grass endseq#startseq brown dog running in field of long green grass endseq#startseq brown dog runs through high grass endseq#startseq golden dog runs through field of tall grass endseq#startseq lean dog playing in tall grass endseq
326334188_8850b7bfd4.jpg,startseq man cave endseq#startseq man wearing blue hardhat with is standing in of cave endseq#startseq man with blue hat with on it is standing in cave endseq#startseq man with gear is standing in cave endseq#startseq worker wearing hardhat is working inside cave endseq
239807547_4923efc821.jpg,startseq two dogs fight next to rocks endseq#startseq two dogs playfully wrestle in rocky setting endseq#startseq two dogs playing next to rocks endseq#startseq two dogs play on the dry ground endseq#startseq two dogs sit in the shade and each other face endseq
3497234632_6ec740fc1e.jpg,startseq group of basketball players stand on the basketball court endseq#startseq group of men play basketball endseq#startseq boys play basketball on wood floor near clear glass endseq#startseq several men around an indoor basketball hoop endseq#startseq young boys playing indoor basketball one team has black and white uniforms the other has orange and white endseq
3334057289_68ece38a85.jpg,startseq dog in field endseq#startseq large brown dog is playing in the dirt and grass endseq#startseq tiger striped dog stands in position and looks to the side endseq#startseq dog looks toward shadow endseq#startseq the dog is in the yard endseq
3299418821_21531b5b3c.jpg,startseq boy in red hooded top is ice skating on an outdoor ice rink endseq#startseq child in red hoodie and black pants ice skating in rink endseq#startseq kid in red sweatshirt ice skating endseq#startseq kid in red sweatshirt ice skating endseq#startseq young boy in red hoodie ice skating endseq
270864951_1737ae5479.jpg,startseq blonde woman wearing hat endseq#startseq woman is wearing black with the american flag endseq#startseq woman wears black hat with an american flag on it and looks at the camera endseq#startseq the blonde woman is wearing black american flag cap endseq#startseq the woman is wearing black hat with an american flag on it endseq
1244140539_da4804d828.jpg,startseq black and brown dog is laying on white shaggy carpet endseq#startseq brown and black dog is laying on shaggy rug endseq#startseq small brown and black dog lying down in furry rug endseq#startseq small dog is sitting on white carpet endseq#startseq small dog shakes its head on white carpet endseq
822836318_21544f0f78.jpg,startseq child in winter gear is inside cave made of snow while it is endseq#startseq child wearing black cap with an orange is in snow tunnel endseq#startseq person crawls through snow tunnel endseq#startseq person in snow tunnel endseq#startseq the child is in hole and is wearing black and orange hat jacket and glove endseq
2423085253_6c19149855.jpg,startseq child running outside with bright colored ball next to her endseq#startseq little girl in red and white shirt is playing with inflatable ball endseq#startseq little girl is running by colorful ball on the grass endseq#startseq little girl running in the grass kicking beach ball endseq#startseq the girl is running on the grass next to colorful toy endseq
2364394224_c17b09e035.jpg,startseq dog runs for ball thrown by small boy endseq#startseq little boy is playing with his dog in the backyard as the snow endseq#startseq young child is walking alongside large black and brown dog with snow on the ground endseq#startseq little boy and dog are playing in fenced in backyard with snow on the ground endseq#startseq the boy and the dog are outside in the garden with little snow still on the ground endseq
2097420505_439f63c863.jpg,startseq male hiker wearing green jacket is posing next to large endseq#startseq man with camera and an ice structure behind him endseq#startseq man with camera crouching on ice endseq#startseq man with camera kneels in front of giant hill of snow endseq#startseq the mountain climber prepares to take photo endseq
2792409624_2731b1072c.jpg,startseq black and white dog is whilst walking on the grass endseq#startseq black and white dog is running through grass endseq#startseq black and white dog runs across lawn while endseq#startseq the black and white dog is running on the grass endseq#startseq the black and white dog runs through the grass endseq
3212085754_35fdc9ccaa.jpg,startseq bride is being to put on her shoes endseq#startseq wearing red dress is putting the bride shoe on her foot endseq#startseq lady holds bride shoe in her hand endseq#startseq woman is about to put shoe on the bride endseq#startseq woman in red kneels to help sitting bride put on her shoe endseq
3604391853_b4809fcb8c.jpg,startseq man in red shirt is laying on the grass reaching out to another person endseq#startseq man is lying in the grass with his arms outstretched endseq#startseq man lying on the grass hand outstretched to another arm endseq#startseq man on the ground stretches his hands out to another person endseq#startseq man reaching for someone on the grass endseq
3530087422_7eb2b2c289.jpg,startseq person in red and white suit kneels down on his skateboard and rides down road endseq#startseq person in red black and white racing suit and helmet is riding skateboard endseq#startseq person skateboarding on street wearing equipment endseq#startseq someone with black helmet and full body suit is kneeling on skateboard endseq#startseq the boy in the red and white suit is on skateboard endseq
788126442_086334f0cf.jpg,startseq baby girl has the of red all over her face endseq#startseq baby girl holding red plastic box in one hand and eating from it with the other some of it on her face endseq#startseq little girl in has food all over her face and her finger in her mouth endseq#startseq toddler with all over her face and hands from eating with her fingers endseq#startseq the little girl is in her high chair eating endseq
2200901777_f6c168bd32.jpg,startseq closeup of teenage girl wearing red beads endseq#startseq girl with sweatshirt and red beads smiles endseq#startseq teenager is wearing grey hooded top and some red beads around her neck endseq#startseq young woman with light brown hair wearing red sweatshirt and stands smiling endseq#startseq young blond woman with red beads gray sweatshirt marked endseq
2766325714_189bbff388.jpg,startseq two girls holding another girl wearing yellow top in room with tan carpet endseq#startseq two girls hold up another girl and smile for the camera endseq#startseq two girls hold up their younger endseq#startseq two girls lift third girl endseq#startseq two older girls hold younger girl between them indoors endseq
3043908909_bb54d2c08e.jpg,startseq female wearing all black is speaking to room full of people endseq#startseq gathering of people with and endseq#startseq is standing in front of small class while being endseq#startseq woman is being whilst giving to group of people endseq#startseq takes place in endseq
2904129133_e6ae5a1ec6.jpg,startseq little boy drinks water from fountain while another little boy watches and makes face endseq#startseq an older boy drinks from water fountain while younger boy watches endseq#startseq two boys are at an outdoor water fountain endseq#startseq two boys are getting drinks out of water fountain endseq#startseq two boys stand near drinking fountain as one takes drink endseq
3601533527_6c2439113c.jpg,startseq man is partially and leaning against dark object endseq#startseq man leaning on pole endseq#startseq man wearing baseball cap leaning against endseq#startseq the man is leaning against tree endseq#startseq the man is standing outside next to wooden phone pole endseq
3582066525_e9d6377f56.jpg,startseq boy is cliff jumping into the ocean endseq#startseq man is jumping from rock into the ocean while others are watching endseq#startseq man jumping off cliff into water endseq#startseq man jumping off of large rock into the ocean endseq#startseq person jumps off of cliff into the water below as others watch endseq
954987350_a0c608b467.jpg,startseq female in pink tank top drinking beer endseq#startseq woman in dark pink tank top has bag across her shoulder endseq#startseq woman in pink tank top drinking out of plastic glass endseq#startseq woman in pink tank top holds plastic beer mug endseq#startseq woman wearing pink tank top holding mug of endseq
3449170348_34dac4a380.jpg,startseq girl dances on sidewalk endseq#startseq girl in polka top and pink pants plays outside endseq#startseq girl wearing pink dances on the sidewalk endseq#startseq the girl has pink pants and polka dot jacket on endseq#startseq watching child from behind as their long hair flies out endseq
3401548798_3a93f2caa5.jpg,startseq boy in blue hat is riding green on the snow at dusk endseq#startseq child in in the snow endseq#startseq child with sled plays in the snow at dusk endseq#startseq little boy on green sled at night endseq#startseq little boy on green sled goes over hill of snow as the sun sets endseq
2508918369_2659db1cb6.jpg,startseq young boy splashes in the pool endseq#startseq young man wearing swimming goggles jumping up of the pool endseq#startseq two children play in an inflatable pool endseq#startseq two kids play in pool endseq#startseq two smiling boys with goggles on play in an inflatable swimming pool with water up to their endseq
3263215700_e27f81f8b9.jpg,startseq two dogs are swimming through deep water close to one another endseq#startseq two white dogs are swimming endseq#startseq two white dogs swim face to face in water endseq#startseq two white dogs swimming in the ocean endseq#startseq white dog in the water endseq
1235681222_819231767a.jpg,startseq person in blue shirt sits behind two people sitting on wood bench endseq#startseq people sit on benches endseq#startseq people sitting on benches in public area endseq#startseq three people sit on wood benches set on white and orange endseq#startseq three people sit waiting in endseq
2676937700_456134c7b5.jpg,startseq man in follows girl and another man in and holds girl wearing silver shoes endseq#startseq group of people walking around outdoors one girl is being endseq#startseq one woman is being behind three people who are walking on path endseq#startseq people walking on sidewalk with one carrying female endseq#startseq these people are walking away from the camera while one person carries another endseq
3386060324_b98fdfa449.jpg,startseq jumps ramp outside in the dark night endseq#startseq man is sitting on bike in the middle of the woods endseq#startseq person doing trick on bike endseq#startseq person in black jacket is jumping through the air on bike endseq#startseq man on motorcycle performing trick in the air endseq
3354414391_a3908bd4ff.jpg,startseq two dogs and truck endseq#startseq two dogs on their hind legs their front legs endseq#startseq two dogs play on the grass endseq#startseq two dogs the white one standing on frisbee playing together on grass endseq#startseq two furry tricolored dogs playing in the grass endseq
963730324_0638534227.jpg,startseq kid is pushing shopping cart behind an adult inside market endseq#startseq little boy is hanging on to shopping cart following behind man endseq#startseq small boy wearing white shirt pushes grey shopping cart endseq#startseq young boy attempts to push the shopping cart for man endseq#startseq the young boy is pushing the cart inside the store endseq
